twist,twist,1,"n. 一扭, 扭曲, 曲折, 歪曲, 螺旋状, 新手法\nvt. 拧, 扭, 捻, 编织, 使扭转, 缠绕, 盘绕, 歪曲, 使转动, 使苦恼, 使混乱, 使旋转\nvi. 转向, 弯曲, 缠绕, 扭动, 呈螺旋形"
blackberry,'brækbәri,1,"n. 刺, 黑莓\n[医] 黑果莓"
forc,,1," [计]= FORmula Coder,公式编码器"
phaeton,'feitn,1,n. 一种轻快的四轮马车
results,,1,n. 结果；成绩（result的复数）
chariot,'tʃæriәt,1,n. 二轮战车
threatens,ˈθretənz,1,v. 预示（某事）( threaten的第三人称单数 ); 恐吓; 危及; 预示凶兆
blocks,'blɔks,1,n. 积木；黑金石；街区；[音]双头木鱼；楼群（block的复数）
muscles,,1,n. 肌肉（muscle的复数）
resign,ri'zain,1,"vt. 辞职, 放弃, 使顺从\nvi. 辞职, 屈从"
buildings,,1,n. 建筑物（building的复数）
clothes-,,1,
loves,lʌvz,1,"v. 爱, 热爱( love的第三人称单数 ); 喜爱; 喜好; 喜欢"
driftwood,'driftwud,1,"n. 漂流木, 浮木"
exuviae,i^'zju:vii:,1,"n. 蜕皮, (喻)残骸\n[医] 皮屑"
bolsters,ˈbəʊlstəz,1,n. 长枕( bolster的名词复数 ); 垫子; 衬垫; 支持物\nv. 支持( bolster的第三人称单数 ); 支撑; 给予必要的支持; 援助
once-,,1,
spikes,,1,n. 钉鞋（spike的复数）
liquor,'likә,1,"n. 酒, 液体, 汁, 溶液\nvt. 浸水\nvi. 喝酒"
committed,,1,a. 献身于某种事业的\n[计] 委托的
fewest,,1,[计] 最少的
bitter,'bitә,1,"a. 苦的, 痛苦的, 怀恨的\nadv. 刺骨\nv. (使)变苦"
oleracea,,1,
nuts,nʌts,1,"a. 狂热的, 发狂的, 疯的\ninterj. 呸, 胡说"
belies,bɪˈlaɪz,1,v. 掩饰( belie的第三人称单数 ); 证明（或显示）…为虚假; 辜负; <古>就…扯谎
exports,,1,n. 出口商品；输出额
choose,tʃu:z,1,"vt. 选择, 宁愿, 欲\nvi. 作出选择, 愿意\n[计] 选取"
excursion,ik'skә:ʒәn,1,"n. 远足, 游览圆, 短程旅行\n[医] 移动, 离轨, 逸出"
ancestor,'ænsestә,1,"n. 祖先, 祖宗"
gratuitously,,1,adv. 不必要地；无缘无故地；无偿地；平白地
watered,'wɔ:tәd,1,"a. 洒了水的, 用水的, 搀了水的, 有波纹的, 有光泽的, 滥发的\n[法] 票面额增加而实际价值并未相应增加的"
border,'bɒ:dә,1,"n. 边缘, 边境, 边界, 花坛\nvt. 在...上镶边, 接近\nvi. 接界, 近似\n[计] 边框"
otherwise,'ʌðәwaiz,1,"adv. 否则, 不同地, 别的方式"
bulrush,'bulrʌʃ,1,"n. 宽叶香蒲, 纸莎草"
inconsistencies,ˌinkənˈsistənsiz,1,n. 矛盾( inconsistency的名词复数 )
shiftless,'ʃiftlis,1,"a. 无计谋的, 偷懒的, 不中用的, 无能的"
gazette,gә'zet,1,"n. 报, 公报, 报纸\nvt. 在公报上宣布, 刊载于公报"
mentors,ˈmenˌtɔ:z,1,n. （无经验之人的）有经验可信赖的顾问( mentor的名词复数 )\nv. （无经验之人的）有经验可信赖的顾问( mentor的第三人称单数 )
retreat,ri'tri:t,1,"n. 休息寓所, 撤退, 隐居, 退避\nvi. 撤退, 隐退, 向后倾\nvt. 退(棋)"
butterfly,'bʌtәflai,1,"n. 蝴蝶\n[医] 蝶式棉块, 翼形皮癣, 纸蝶"
devoting,diˈvəutɪŋ,1,"v. 把…奉献（给）, 把…专用（于）( devote的现在分词 )"
insist,in'sist,1,"v. 坚持, 坚决主张, 强调"
indifference,in'difәrәns,1,"n. 不重视, 无兴趣, 漠不关心\n[法] 中立, 不偏袒, 不重视"
samuel,'sæmjuәl,1,n. 撒母耳（希伯来先知）；塞缪尔（男子名）
robin,'rɒbin,1,n. 旅鸫\n[医] 刺槐毒素
newton,'nju:tn,1,n. 牛顿\n[化] 牛顿
suffocated,,1,v. 窒息；使窒息；呼吸困难（suffocate的过去式）
deaf,def,1,a. 聋的\n[医] 聋的
ventures,ˈventʃəz,1,"v. 敢于, 冒险( venture的第三人称单数 ); 冒…的危险; 拿…冒险; 用…进行投机"
meaner,miːn,1,vt. 表示…的意思；意思是；作…解释：；意味着；即是：\nvi. 用意；怀有特定用意；有重要意义；有重要性；有影响：
grotesque,grәu'tesk,1,"n. 奇异风格, 怪异图案\na. 奇怪的, 可笑的"
joys,dʒɔiz,1,n. 欢乐( joy的名词复数 ); 乐事; 成功; 满意
pick,pik,1,"n. 精选, 选择, 掘, 精华, 牙签, 鹤嘴锄\nv. 摘, 掘, 凿, 挖, 挑选\n[计] 拾取"
shadow,'ʃædәu,1,"n. 阴影, 荫, 影子, 影像, 阴暗, 幽灵, 少许, 隐蔽处, 庇护\nvt. 遮蔽, 使朦胧, 预示, 尾随\nvi. 渐变, 变阴暗\n[计] 阴影"
vanity,'væniti,1,"n. 虚荣心, 虚无, 自负, 空虚, 时髦的小摆饰"
perfect,'pә:fikt,1,"n. 完成时\na. 完美的, 完好的, 理想的, 熟练的, 精确的, 完成式的\nvt. 使完美, 修改, 使精通, 改善, 使熟练"
ineffectual,.ini'fektʃuәl,1,"a. 无效的, 无益的"
pot,pɒt,1,"n. 盆, 罐, 壶, 坩埚, 奖杯\nvt. 装入盆中, 在锅中煮, 随手射击\nvi. 随手射击"
capacities,kəˈpæsitiz,1,n. 容量( capacity的名词复数 ); 才能; 性能; 生产能力
earths,ə:θs,1,n. 世界( earth的名词复数 ); 尘世; 泥土; 兽穴
analogy,ә'nælәdʒi,1,"n. 相似, 类似\n[计] 模拟"
exclusively,ik'sklu:sivli,1,"adv. 排他地, 仅仅, 专门, 只, 仅, 唯一地, 专有地"
destiny,'destini,1,"n. 命运, 定数"
morally,'mɒrәli,1,"adv. 道德上, 德性上, 有道德地"
forthwith,'fɒ:θ'wiθ,1,"adv. 立刻, 不犹豫地, 不延迟地\n[法] 必须立即执行的命令"
manliest,,1," manly（有男子气概的）的最高级形式"
laing,,1,
restrain,ri'strein,1,"vt. 抑制, 阻止, 束缚\n[法] 抑制, 遏制, 制止"
epidermis,.epi'dә:mis,1,"n. 表皮, (昆虫的)真皮\n[医] 表皮"
ottomans,'ɒtəmənz,1,n. （无靠背、无扶手的）长软椅( ottoman的名词复数 ); （装有厚垫靠背的）褥榻; 软垫搁脚凳; [纺织业]粗横棱纹织物
adventure,әd'ventʃә,1,"n. 冒险, 冒险经历\nv. 冒险"
achilles,,1,
gratification,.grætifi'keiʃәn,1,"n. 令人满足的事(或物), 满足, 喜悦\n[医] 愿望满足, 满意"
succeeding,sәk'si:diŋ,1,"a. 随后的, 以后的"
suggests,,1,"v. 暗示, 建议（suggest的单数）"
confidence,'kɒnfidәns,1,n. 信心\n[电] 可靠
goose,gu:s,1,"n. 鹅, 雌鹅, 鹅肉, 弯把熨斗\nvt. 与...性交, 突然加大油门, 使生色, 喝倒彩"
appearance,ә'piәrәns,1,"n. 出现, 露面, 外观, 外表, 出版\n[计] 外观, 版面"
harlequin,'hɑ:likwin,1,n. 丑角\n[医] 花斑眼镜蛇
purely,'pjuәli,1,"adv. 纯粹地, 清白地, 贞洁地"
wolf,wulf,1,"n. 狼, 残忍贪婪之人, 极度穷困\nvt. 狼吞虎咽, 大吃"
tendencies,ˈtendənsiz,1,"n. 倾向, 趋势( tendency的名词复数 ); （政党内的）极端派别"
cushion,'kuʃәn,1,"n. 垫子, 橡皮软垫\nvt. 加垫褥, 缓冲, 掩盖"
gazers,,1,(gazer 的复数) n. 凝视者
received-,,1,
laugh,lɑ:f,1,"n. 笑, 笑声\nvi. 笑, 大笑\nvt. 以笑表示"
oversee,.әuvә'si:,1,"vt. 向下看, 了望, 监督, 偷看到\n[法] 监察, 监督, 俯瞰"
smothered,ˈsmʌðəd,1,"v. （使）窒息, （使）透不过气( smother的过去式和过去分词 ); 覆盖; 忍住; 抑制"
keen,ki:n,1,"a. 锋利的, 敏锐的, 强烈的, 敏捷的, 热心的, 渴望的\nn. 挽歌, 痛哭\nv. 唱挽歌, 痛哭"
numbers,'nʌmbәz,1,n. 数字（number的复数）；算术
esteemed,,1,a. 受人尊敬的
single,'siŋgl,1,"a. 单身的, 单程的, 单一的, 个别的, 孤独的, 专一的\nn. 一个, 单打, 单程票\nvt. 选出\nvi. 击出一垒打\n[计] 单精度型"
carpentry,'kɑ:pintri,1,"n. 木工手艺, 木工业, 木器"
don,dɒn,1,"n. 西班牙贵族(或绅士), 先生, 阁下\nvt. 穿上"
shellfish,'ʃelfiʃ,1,"n. 贝, 甲壳类水生物\n[医] 牡蛎"
toward,tә'wɒ:d,1,"prep. 向, 对于, 为了\na. 即将来临的, 进行中的"
inspector,in'spektә,1,"n. 检查员, 巡视员\n[化] 检查员"
friendly,'frendli,1,"a. 友好的, 亲切的, 互助的\nadv. 友善地, 温和地"
sight,sait,1,"n. 景观, 视力, 眼界, 阅读, 见解, 意见\nvt. 看见, 瞄准\nvi. 瞄准, 观看\na. 即席的, 见票即付的"
condensed,kәn'denst,1,a. 浓缩的；扼要的
cup,kʌp,1,"n. 杯子, 茶杯, 优胜杯\nvt. 使成杯状, 为...拔火罐"
church,tʃә:tʃ,1,"n. 教堂, 礼拜, 教会\nvt. 使人接受宗教仪式\na. 教堂的"
dressing,'dresiŋ,1,"n. 调味品, 穿衣, 化妆\n[化] 追肥"
dipper,'dipә,1,"n. 显影液槽, 浸礼会教友, 浸染工, 北斗七星\n[机] 杓"
inde,,1,n. 印度
roofed,ru:ft,1,"a. 有顶的, 有屋顶的"
ninth,nainθ,1,"num. 第九, 九分之一"
21,,1," twenty-one; [电影]决胜21点"
unmusical,'ʌn'mju:zikәl,1,"a. 不合调的, 不悦耳的, 演奏音乐不熟练的, 对音乐不感兴趣的"
doing-good,,1,
related,ri'leitid,1,"a. 讲述的, 叙述的；有关系的, 有关联的"
smith,smiθ,1,"n. 铁匠, 金属品工匠\n[机] 锻造工, 上手"
navigators,,1,n. 航海家；导航器（navigator的复数）
cleansed,klenzd,1,"v. 弄干净, 清洗( cleanse的过去式和过去分词 )"
salem,'seilәm,1,n. 塞伦；礼拜堂
subscription,sәb'skripʃәn,1,"n. 捐献, 订金, 订阅, 签署, 同意\n[化] 订购"
discharged,dis'tʃɑ:dʒd,1,a. 放电的；泻出的
majesties,ˈmædʒistiz,1,n. 雄伟( majesty的名词复数 ); 庄严; 陛下; 王权
edge,edʒ,1,"n. 边缘, 尖锐, 刀刃, 优势\nvt. 使锐利, 挤进, 镶边\nvi. 缓缓移动"
princes,,1,n. 诸侯；王子（prince的复数）
grief,gri:f,1,"n. 伤心, 忧愁, 悲痛, 不幸, 灾难"
nick,nik,1,"n. 刻痕, 缺口, 划痕\nvt. 刻痕于, 弄缺, 擦伤\nvi. 狙击"
asiatic,",eiʃi'ætik",1,n. 亚洲人
nearest,,1,a. 最近的（near的最高级）
dilettantism,.dili'tæntisәm,1,n. 业余的艺术爱好；浅薄涉猎；浅涉文艺
county,'kaunti,1,"n. 县, 郡"
all-seeing,,1,
integrity,in'tegriti,1,"n. 正直, 廉正, 完整\n[计] 完整性"
reminds,riˈmaindz,1,v. 使想起( remind的第三人称单数 ); 提醒
entrance,'entrәns,1,"n. 入口, 进入点, 入场, 入学, 进入, 开始(阶段), 就任\nvt. 使出神, 使入迷\n[计] 入口"
finding,'faindiŋ,1,"n. 发现, 发现物, 决定, 裁决\n[法] 调查结果, 对事实的认定, 判定的要素"
holiest,,1,神圣的\n圣洁的(holy的最高级)
perform,pә'fɒ:m,1,"vt. 进行, 履行, 完成, 执行, 表演\nvi. 行动, 工作, 执行, 演出"
ease,i:z,1,"n. 安乐, 安逸, 悠闲\nvt. 使安乐, 使安心, 减轻, 放松\nvi. 减轻, 放松, 灵活地移动"
bramins,,1,
acorns,'eɪkɔ:nz,1,"n. 橡子, 栎实( acorn的复数形式 )"
breadstuffs,,1,n. 做面包的原料
valiant,'væljәnt,1,a. 英勇的\nn. 勇敢的人
possessor,pә'zesә,1,"n. 持有人, 所有人\n[法] 拥有的, 所有者, 持有人"
ubi,'u:bi,1,"conj.(处方用语)在那里,无论在哪里, 无论何时"
concluded,kənˈklu:did,1,v. 结束( conclude的过去式和过去分词 ); 得出结论; 断定; 推断出
tigris,'tai^ris,1,"n. 底格里斯河（西南亚, 流经土尔其和伊拉克）"
apply,ә'plai,1,"vt. 涂, 应用\nvi. 申请, 适用"
commence,kә'mens,1,"v. (使)开始, 得学位"
observer,әb'zә:vә,1,"n. 观察者, 遵守者, 观察员\n[法] 观察者, 观察员, 监场员"
cluttered,ˈklʌtəd,1,"v. 杂物, 零乱的东西<X>零乱<DDX>vt.( clutter的过去式和过去分词 ); 乱糟糟地堆满, 把…弄得很乱; （以…） 塞满…"
superfluously,sju:'pə:fluəsli,1,adv. 过分地; 过剩地
forgiving,fә'giviŋ,1,"a. 宽大的, 容许有错误的"
depsticium,,1,
almonds,ˈɑ:məndz,1,n. 杏树( almond的复数形式 ); 杏仁色; 杏仁状的东西; 扁桃仁
plane,plein,1,"n. 平面, 扁平物, 机翼, 飞机, 水准, 地位\na. 平的, 平面的\nvt. 将...刨平, 刨平, 掠过水面\nvi. 翱翔, 乘飞机旅行, 刨掉"
rods,,1,n. 棒条体；鱼竿（rod的复数）
decline,di'klain,1,"n. 衰退, 跌落, 下降\nvt. 使降低, 婉谢\nvi. 下降, 衰落, 偏斜"
stops,,1,n. 站点；停靠站（stop的复数）
enhanced,in'hɑ:nst. -'hænst,1,a. 增大的；加强的
tracks,,1,n. 轮胎；磁道；轨道（track的复数）
sailing,'seiliŋ,1,"n. 航行, 航海术, 启航\na. 航行的"
rapid,'ræpid,1,"a. 迅速的, 飞快的, 急促的, 陡的\nn. 急流"
money-,,1,
agree,ә'gri:,1,"vi. 同意, 赞成, 应允, 适合\nvt. 承认, 认定, 同意"
even-,,1,
tall,tɒ:l,1,"a. 高的, 长的, 夸大的\nadv. 夸大地"
month-,,1,
devotes,diˈvəuts,1,"v. 把…奉献（给）, 把…专用（于）( devote的第三人称单数 )"
complemental,.kɒmpli'mentl,1,"a. 补足的, 补充的\n[医] 补偿的"
powerful,'pauәful,1,"a. 有力的, 有权力的, 强大的\n[机] 强力的"
cannibal,'kænibәl,1,"n. 食人者, 吃同类的动物\na. 食同类的, 吃人肉的"
crept,krept,1,creep的过去式
diligently,,1,adv. 勤奋地；勤勉地
afflicted,,1,折磨
petersburg,'pi:tәzbә:^,1,n. 彼得斯堡（美国城市）；彼得堡（苏联城市列宁格勒旧称）
qualities,ˈkwɔlitiz,1,n. 质( quality的名词复数 ); 特点; 品质; 优点
goodfellow,,1,
nape,neip,1,"n. 项, 颈背\n[医] 项, 颈背"
churches,tʃə:tʃiz,1,n. （基督教的）教堂( church的名词复数 ); 礼拜仪式; 教派; 基督教牧师
1845,,1,
smooth,smu:ð,1,"a. 平滑的, 平稳的, 流畅的, 和蔼的, 安祥的, 圆滑的, 调匀的, 无毛的\nvt. 使光滑, 烫平, 使平和, 消除\nvi. 变平滑, 变平静\nn. 一块平地, 平滑部分"
selves,selvz,1,"自己, 自我, 本性, 本质, 私心, 本人"
dawn,dɒ:n,1,"n. 破晓, 黎明\nvi. 破晓"
smoky,'smәuki,1,"a. 冒烟的, 满是烟的, 熏脏的, 烟灰色的"
ennui,'ɒnwi:,1,"n. 倦怠, 厌倦\n[医] 厌倦"
joints,,1,"n. 关节；连接, 接头；运动付（joint的复数形式）"
fuego,,1,
survive,sә'vaiv,1,"vt. 比...活得长, 生存, 生还, 幸免于\nvi. 活下来, 幸存"
jerk,dʒә:k,1,"n. 性情古怪的人, 急拉, 肌肉抽搐, 牛肉干\nvi. 痉挛, 急拉, 急推\nvt. 猛拉"
cleanse,klenz,1,"vt. 使清洁, 净化, 使纯净\n[建] 纯化, 净化, 精炼"
imagine,i'mædʒin,1,"vt. 想像, 设想, 猜测\nvi. 想像起来"
milk,milk,1,"n. 奶, 乳状物\nvt. 挤乳, 榨取\nvi. 产乳"
external,ik'stә:nl,1,"n. 外部, 外面\na. 外部的, 客观的, 表面的"
methinks,mi'θiŋks,1,"vi. 我想, 我以为, 据我看来"
ireland,,1,
satisfactions,,1,"(satisfaction 的复数) n. 满足, 满意, 快事, 赔偿, 赎罪, 报仇的机会\n[经] 偿还, 赎回"
gift,gift,1,"n. 礼物, 赠予, 天才\nvt. 赋予"
ceiling,'si:liŋ,1,"n. 天花板\n[经] 顶点, 顶线, 上限"
corners,,1,n. 角落；窘境（corner的复数形式）
democratic,.demә'krætik,1,"a. 民主的\n[法] 民主的, 民主政体的, 平民的"
purse,pә:s,1,"n. 钱包, 小钱袋, 金钱, 募捐款, 囊状物\nv. 缩拢, 皱起"
rodgers,'rɔdʒәz,1,n. 罗杰斯（人名）
sixty-two,,1,[网络] 六十二
amid,ә'mid,1,"prep. 在其间, 在其中\n[经] 在...中"
benevolence,bi'nevәlәns,1,"n. 善意, 慈悲, 善行\n[法] 捐助物, 捐款, 仁慈"
science,'saiәns,1,"n. 科学, 学科, 学问, 自然科学\n[医] 科学"
obedience,ә'bi:djәns,1,"n. 服从, 顺从, 忠实\n[法] 服从, 顺从, 遵从"
lovers-,,1,
crops,,1,[医] 分批出现(疹)
blows,,1,n. 吹；管乐器声；疾风（blow的复数）
solid,'sɒlid,1,"n. 固体\na. 坚硬的, 稳固的, 固体的, 实心的, 纯质的, 立体的, 立方的\n[计] 原色"
dark-colored,,1," 暗色的; 深色的"
pantaloon,.pæntә'lu:n,1,"n. 老旦, 老丑角, 裤子"
guessed,ɡest,1,v. 猜( guess的过去式和过去分词 ); （引出令人惊奇或激动的事）你猜; 猜对; 猜中
middlesex,'midlseks,1,"n. 米德尔塞克斯（英国地名）；米都塞克斯大学（Middlesex, 或米都塞克斯大学 Middlesex University）"
islanders,ˈaɪləndəz,1,n. 岛民( islander的复数形式 )
reality,ri'æliti,1,"n. 实在, 事实, 实体, 逼真\n[法] 现实, 实在存在的事物, 实在性"
substantial,sәb'stænʃәl,1,"n. 重要材料(或事物), 有实际价值的东西\na. 实质上的, 物质的, 有内容的, 结实的"
occasional,ә'keiʒәnl,1,"a. 偶然的, 临时的\n[法] 偶然的, 特殊场合的"
supplying,,1,n. 供应；补给
addito,,1,
partitions,,1,v. 分开（partition的三单形式）
relinquish,ri'liŋkwiʃ,1,"vt. 放弃, 撤回, 停止, 松开, 让与\n[法] 让与, 把...交给, 放弃"
pull,pul,1,"vt. 拉, 拖, 拔, 牵, 撕开, 吸引\nvi. 拉, 拖, 拔, 有吸引力\nn. 拉, 拖, 拔, 拉力, 牵引力, 划船, 吸引"
cubic,'kju:bik,1,"a. 立方体的, 立方的\n[机] 立方的, 立方体的"
regarded,riˈɡɑ:did,1,v. 关系( regard的过去式和过去分词 ); 注意; （尤指以某种方式）注视; 尊敬
superfluities,ˌsju:pəˈflu:ɪtiz,1,n. 过多( superfluity的名词复数 ); 过剩; 多余物; 过剩品
mountain,'mauntin,1,"n. 山, 山脉, 大堆"
balancing,'bælәnsiŋ,1,"[计] 平衡, 均衡, 结算\n[经] 平衡, 结出余额"
parsnips,ˈpɑ:snips,1,n. 欧洲防风草( parsnip的复数形式 )
girded,,1,gird的过去式和过去分词
esquimau,,1,
empty-handed,,1,"a. 空手的, 徒手的"
economic,.i:kә'nɒmik,1,"a. 经济上的, 实用的, 节省的\n[经] 经济的"
garden,'gɑ:dn,1,"n. 花园, 果园, 菜园\nvi. 栽培花木\nvt. 造园\na. 花园的, 普通的"
sailor,'seilә,1,"n. 水手, 船员, 海员\n[法] 水手, 船员, 海员"
succession,sәk'seʃәn,1,"n. 连续, 继承权, 继位, 演替, 地层次序\n[法] 继承, 继承权, 继位"
compactly,kәm'pæktli,1,"adv. 紧密地, 简洁地"
freight,'freit,1,"n. 船货, 运费, 货运\nvt. 装货, 使充满, 以货运运送, 租(或出租)(船等)"
charts,tʃɑ:ts,1,n. 图表；排行榜（chart的复数）
heathenish,'hi:ðәniʃ,1,"a. 异教的, 未开化的, 非基督教的"
fasted,,1,"vi. 禁食, （尤指）斋戒（fast的过去式与过去分词形式）"
recruit,ri'kru:t,1,"n. 新兵, 新手, 新会员, 补给品\nvt. 恢复, 补充, 充实, 征募\nvi. 征募新兵, 复原, 得到补充"
wit,wit,1,"n. 机智, 智力, 头脑, 理智, 妙语, 机智的人"
belt,belt,1,"n. 带子, 地带\n[医] 带, 腰带, 束带, 地带, 区"
element,'elimәnt,1,"n. 元件, 元素, 要素\n[计] 部分; 成分; 单元; 码元; 元件; 元素; 单元"
unjust,.ʌn'dʒʌst,1,"a. 不公平的\n[法] 不公正的人; 不公正的, 不公平的, 不合理的"
indeterminate,.indi'tә:minәt,1,"a. 不明确的, 不确定的, 含混的\n[法] 不明确的, 无定期的, 不确定的"
accustomed,ә'kʌstәmd,1,"a. 惯常的, 习惯了的"
caterpillar,'kætәpilә,1,n. 毛虫\n[机] 履带车
biennials,,1,"(biennial 的复数) n. 两年生植物, 两年一次的事\na. 两年生的, 两年一次的"
transmigration,.trænzmaig'reiʃәn,1,"n. 移居, 轮回\n[医] 移行, 移动; 血细胞渗出"
self-appointed,'selfә'pɔintid,1,a. 自己任命的
day-books,,1,
innocence,'inәsәns,1,"n. 无罪, 无知, 天真无邪\n[法] 无罪, 无罪的人, 清白无辜者"
wailing,weilɪŋ,1,"v. 哭叫, 哀号( wail的现在分词 ); 沱"
cures,,1,n. 治愈；治疗法（cure的复数形式）
catechism,'kætikizm,1,"n. (基督教的)教理问答, 一套问答"
suffers,ˈsʌfəz,1,v. 受痛苦( suffer的第三人称单数 ); 受损害; 变糟; 变差
wash,wɒʃ,1,"n. 洗, 洗涤, 冲洗, 洗的衣服, 冲积物, 洼地\nvt. 洗, 洗涤, 洗清, 用水冲洗, 流过, 弄湿, 粉刷, 镀金属薄层于\nvi. 洗涤, 洗澡, 被冲蚀, 漂浮"
piles,pailz,1,n. [医]痔疮；[医]痔
savoriness,'seivərinis,1," 可口；芳香"
yielding,'ji:ldiŋ,1,"a. 生产的, 屈从的, 柔顺的, 易弯曲的\n[化] 屈服"
weaves,wi:vz,1,"v. 编, 织, 织成( weave的第三人称单数 ); 编排; 杜撰; （把…）编成"
quacks,kwæks,1,"abbr. quacksalvers 庸医, 骗子(16世纪习惯用水银或汞治疗梅毒的人)\nn. <英>江湖医生( quack的名词复数 ); 江湖郎中; （鸭子的）呱呱声\nv. （鸭子）发出嘎嘎声( quack的第三人称单数 )"
account-,,1,
gateway,'geitwei,1,"n. 门, 通路\n[计] 网关"
lunatics,,1,"n. 精神失常者, 精神病人（lunatic的复数形式）"
warp,wɒ:p,1,"n. 变形, 弯曲, 歪曲, 乖僻, 偏差, 偏见\nvt. 使变形, 弄歪, 使翘曲, 使不正常, 歪曲, 使有偏见\nvi. 变弯, 变歪"
atlantic,,1,
awed,ɔ:d,1,"a. 充满敬畏的, 畏怯的"
publish,'pʌbliʃ,1,"vt. 出版, 发行, 公开, 发表, 宣传, 公布\nvi. 出版, 发行"
indispensable-,,1,
apexes,'eɪpeks,1,n. 顶点；尖端
filled,fild,1,a. 加满的；装满的；满的
impropriety,.imprә'praiәti,1,"n. 不适当, 不得体, 不正当行为, 用词不当"
regions,,1,n. 地区；地域；领域（region的复数）
concerns,,1,n. 关注；关注点；关注者（concern的复数形式）
begun,bi'gʌn,1,begin的过去分词
stir,stә:,1,"n. 骚动, 轰动, 搅动, 监狱\nvt. 移动, 摇动, 激起, 惹起, 搅拌\nvi. 走动, 传播, 搅拌"
institution,.insti'tju:ʃәn,1,"n. 机构, 惯例, 制度\n[医] 机关, 机构, 设施"
omit,әu'mit,1,"vt. 省略, 删除, 疏忽, 遗漏\n[化] 省略"
andirons,,1,(andiron 的复数) n. 薪架
missionaries,ˈmiʃənəriz,1,n. 传教士( missionary的名词复数 )
